用例ID,用例名称,执行步骤,预期结果,转人工触发条件,测试目标,前置条件,测试数据,测试数据（英文提问）,执行阶段,是否使用新会话,实际回复内容（英文）,是否存在知识库,知识库是否命中（日志）,知识库命中（人工复核）,日志客户标签,LLM推测预期标签,LLM判定客户标签是否准确,客户标签准确（人工复核）,转人工预期,日志转人工,转人工是否准确,转人工准确（人工复核）,语义是否合理（LLM）,回复是否准确（LLM）,回复准确（人工复核）,服务端真实耗时,接口响应时长,备注
TC-H70-027-N,[门店信息] IBP / IBO 门店是什么意思？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"IBP/IBO stores refer to participating Infinix authorized stores.

Your deposit confirmation, pickup and stock availability will be handled by the selected participating store.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,IBP / IBO 门店是什么意思？,IBP/IBO store বলতে কী বোঝায়?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-027-H-C01,[门店信息] IBP / IBO 门店是什么意思？【条件式转人工场景：Transfer to a human agent when the user asks whether a specific store is IBP】,步骤1：先执行关联标准用例“TC-H70-027-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Transfer to a human agent when the user asks whether a specific store is IBP”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Transfer to a human agent when the user asks whether a specific store is IBP”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Transfer to a human agent when the user asks whether a specific store is IBP,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-027-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Transfer to a human agent when the user asks whether a specific store is IBP,"ব্যবহারকারী যখন জিজ্ঞেস করে নির্দিষ্ট কোনো দোকান IBP কি না, তখন কি আপনি আমাকে একজন মানব এজেন্টের কাছে স্থানান্তরে সাহায্য করতে পারেন?",P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-027-H-C02,[门店信息] IBP / IBO 门店是什么意思？【条件式转人工场景：IBO】,步骤1：先执行关联标准用例“TC-H70-027-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“IBO”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“IBO”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,IBO,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-027-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：IBO,আপনি কি নিশ্চিত করতে পারেন যে এই নির্দিষ্ট দোকানটি একটি IBO store?,P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-027-H-C03,[门店信息] IBP / IBO 门店是什么意思？【条件式转人工场景：asks about store qualifications】,步骤1：先执行关联标准用例“TC-H70-027-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“asks about store qualifications”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“asks about store qualifications”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,asks about store qualifications,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-027-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：asks about store qualifications,"দোকানের যোগ্যতা সম্পর্কে জিজ্ঞেস করলে, সে বিষয়ে কি আপনি আমাকে সাহায্য করতে পারেন?",P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-028-N,[免单活动] 线上抽奖/免单这是什么活动？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Infinix HOT 70 Pro purchase reimbursement grand prize campaign:

During the campaign, purchase HOT 70 Pro, complete in-store pickup, and submit the required proof to join the lucky draw for a chance to win full reimbursement of the phone purchase price.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,线上抽奖/免单这是什么活动？,এই অনলাইন লাকি ড্র/ফ্রি অর্ডার ইভেন্টটি কী?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-029-N,[免单活动] 线上免单活动时间是什么时候？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Campaign period: August 1, 2026 00:00:00 to August 16, 2026 23:59:59. Pre-order: August 1–11, 2026. Final payment / pickup: August 12–16, 2026.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,线上免单活动时间是什么时候？,অনলাইন ফ্রি অর্ডার ইভেন্টের সময় কখন?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-030-N,[免单活动] 怎么开奖？公平吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"The organizer will randomly select 1 winner from all qualified entries in the backend.

The process will be open and transparent, such as through screen recording or public announcement.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,怎么开奖？公平吗？,লটারি কীভাবে ড্র করা হয়? এটা কি ন্যায্য?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-031-N,[免单活动] 中奖后怎么领奖？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"After receiving the winner notification, please reply within the required time and cooperate with identity and purchase proof verification.

The reimbursement prize will then be refunded to you.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,中奖后怎么领奖？,জিতলে পুরস্কার কীভাবে দাবি করব?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-032-N,[免单活动] 中奖后退货还能拿免单吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"No. If the purchase becomes invalid because of return or refund after winning, the winner qualification will be cancelled and the reward will be recovered.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,中奖后退货还能拿免单吗？,"পুরস্কার জেতার পর আমি যদি পণ্যটি ফেরত দিই, তবুও কি ফ্রি অর্ডার পেতে পারি?",,是,,是,,,,,,,否,,,,,,,,,
TC-H70-032-H-C01,[免单活动] 中奖后退货还能拿免单吗？【条件式转人工场景：Transfer to a human agent if the user says they want to return the product】,步骤1：先执行关联标准用例“TC-H70-032-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Transfer to a human agent if the user says they want to return the product”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Transfer to a human agent if the user says they want to return the product”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Transfer to a human agent if the user says they want to return the product,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-032-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Transfer to a human agent if the user says they want to return the product,"ব্যবহারকারী যদি পণ্যটি ফেরত দিতে চায়, তাহলে মানব এজেন্টের কাছে স্থানান্তর করতে সাহায্য করতে পারেন?",P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-032-H-C02,[免单活动] 中奖后退货还能拿免单吗？【条件式转人工场景：request a refund】,步骤1：先执行关联标准用例“TC-H70-032-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“request a refund”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“request a refund”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,request a refund,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-032-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：request a refund,রিফান্ড অনুরোধ করতে সাহায্য করতে পারেন?,P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-032-H-C03,[免单活动] 中奖后退货还能拿免单吗？【条件式转人工场景：the agent should ask for the reason】,步骤1：先执行关联标准用例“TC-H70-032-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“the agent should ask for the reason”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“the agent should ask for the reason”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,the agent should ask for the reason,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-032-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：the agent should ask for the reason,"এজেন্টের কি কারণটি জিজ্ঞাসা করা উচিত, এতে সাহায্য করতে পারেন?",P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-032-H-C04,[免单活动] 中奖后退货还能拿免单吗？【条件式转人工场景：reassure the user】,步骤1：先执行关联标准用例“TC-H70-032-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“reassure the user”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“reassure the user”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,reassure the user,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-032-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：reassure the user,ব্যবহারকারীকে আশ্বস্ত করতে সাহায্য করতে পারেন?,P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-032-H-C05,[免单活动] 中奖后退货还能拿免单吗？【条件式转人工场景：try to retain the customer】,步骤1：先执行关联标准用例“TC-H70-032-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“try to retain the customer”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“try to retain the customer”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,try to retain the customer,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-032-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：try to retain the customer,গ্রাহককে ধরে রাখার চেষ্টা করতে সাহায্য করতে পারেন?,P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-033-N,[免单活动] 免单是什么意思？是免费送手机吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"""Free order"" means the actual amount you paid to purchase HOT 70 Pro will be refunded if you win.

You still need to purchase the phone first. The prize is a refund after winning, not a free phone given upfront.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,免单是什么意思？是免费送手机吗？,"""ফ্রি অর্ডার"" বলতে কী বোঝায়? এর মানে কি ফ্রি ফোন?",,是,,是,,,,,,,否,,,,,,,,,
TC-H70-034-N,[免单活动] 一共抽几个名额？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"There is 1 grand prize winner.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,一共抽几个名额？,মোট কতটি স্থান আছে?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-034-H-C01,[免单活动] 一共抽几个名额？【条件式转人工场景：Transfer to a human agent if the user asks about the winning probability】,步骤1：先执行关联标准用例“TC-H70-034-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Transfer to a human agent if the user asks about the winning probability”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Transfer to a human agent if the user asks about the winning probability”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Transfer to a human agent if the user asks about the winning probability,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-034-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Transfer to a human agent if the user asks about the winning probability,"ব্যবহারকারী যদি জেতার সম্ভাবনা সম্পর্কে জিজ্ঞাসা করে, তাহলে মানব এজেন্টের কাছে স্থানান্তর করতে সাহায্য করতে পারেন?",P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-035-N,[免单活动] 怎样才有资格参加抽奖？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"To qualify, you must meet all of the following requirements:
1. Complete HOT 70 Pro online pre-order during the campaign period.
2. Complete in-store pickup.
3. Add the official WhatsApp customer service account.
4. Purchase the specified model, HOT 70 Pro.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,怎样才有资格参加抽奖？,লটারির জন্য কীভাবে যোগ্যতা অর্জন করব?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-036-N,[免单活动] 只加了 WhatsApp 能参加抽奖吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"No. Adding WhatsApp is only the first step.

You must also purchase HOT 70 Pro and complete in-store pickup to qualify for the lucky draw.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,只加了 WhatsApp 能参加抽奖吗？,শুধু WhatsApp যোগ করেই কি আমি লাকি ড্র-তে অংশ নিতে পারি?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-037-N,[免单活动] 只预订没提机能参加吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"No. You must complete in-store pickup and submit the required proof before you officially receive a lucky draw entry.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,只预订没提机能参加吗？,"আমি যদি শুধু রিজার্ভেশন করি কিন্তু ফোনটি না নিই, তাহলে কি অংশ নিতে পারি?",,是,,是,,,,,,,否,,,,,,,,,
TC-H70-038-N,[免单活动] 买别的机型能参加吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"No. This campaign is only for the specified model, Infinix HOT 70 Pro 5G.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,买别的机型能参加吗？,"আমি যদি অন্য মডেল কিনি, তাহলে কি অংশ নিতে পারি?",,是,,是,,,,,,,否,,,,,,,,,
TC-H70-039-N,[免单活动] 活动期之外买的算吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"No. The campaign period is August 1, 2026 00:00:00 to August 16, 2026 23:59:59. Pre-order must be completed during August 1–11, and final payment / pickup during August 12–16.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,活动期之外买的算吗？,সক্রিয় সময়ের বাইরে কেনা হলে কি তা গণ্য হবে?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-040-N,[免单活动] 发预定订单截图就能抽奖了吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Sending a pre-order screenshot only helps lock your lucky draw eligibility.

You still need to complete in-store pickup before you officially enter the lucky draw pool.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,发预定订单截图就能抽奖了吗？,রিজার্ভেশন অর্ডারের স্ক্রিনশট পাঠিয়ে কি আমি লটারি ড্র করতে পারি?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-041-N,[免单活动] 怎么正式获得抽奖名额？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"After completing in-store pickup, send customer service a clear selfie showing you and the new phone. You will then enter the lucky draw pool.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,怎么正式获得抽奖名额？,আনুষ্ঠানিকভাবে লটারির এন্ট্রি কীভাবে পাব?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-042-N,[免单活动] 为什么要发露脸照片？不发可以吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"The face photo is used to verify that you personally completed pickup and to keep the campaign fair.

If you do not want to send a face photo, you may use  pickup proof and the ordering phone number instead.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,为什么要发露脸照片？不发可以吗？,কেন মুখ দেখানো ছবি পোস্ট করতে হবে? পোস্ট না করলেও কি চলবে?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-043-N,[免单活动] 一个人能有几个抽奖名额？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Each successfully purchased and picked-up HOT 70 Pro, with proof submitted, gives you 1 lucky draw entry.

The same order will not be counted repeatedly.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,一个人能有几个抽奖名额？,একজন ব্যক্তি কতগুলো লটারি এন্ট্রি করতে পারে?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-044-N,[免单活动] 订单截图在哪里找？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"You can find the order screenshot on the confirmation page or in the information shown after submitting your pre-order.

Send it to customer service to lock your eligibility.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,订单截图在哪里找？,অর্ডারের স্ক্রিনশট আমি কোথায় খুঁজে পাব?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-044-H-C01,[免单活动] 订单截图在哪里找？【条件式转人工场景：the user still cannot find the booking information】,步骤1：先执行关联标准用例“TC-H70-044-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“the user still cannot find the booking information”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“the user still cannot find the booking information”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,the user still cannot find the booking information,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-044-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：the user still cannot find the booking information,ব্যবহারকারী এখনও বুকিং তথ্য খুঁজে পাচ্ছেন না—এতে কি আপনি আমাকে সাহায্য করতে পারেন?,P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-044-H-C02,[免单活动] 订单截图在哪里找？【条件式转人工场景：booking page】,步骤1：先执行关联标准用例“TC-H70-044-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“booking page”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“booking page”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,booking page,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-044-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：booking page,বুকিং পৃষ্ঠাটি নিয়ে কি আপনি আমাকে সাহায্য করতে পারেন?,P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-045-N,[人工兜底规则] 可以预约到店时间吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,可以预约到店时间吗？,আমি কি ইন-স্টোর সময়ের জন্য একটি অ্যাপয়েন্টমেন্ট করতে পারি?,,是,,是,,,,,,,是,,,,,,,,,
