id,input,expected_intent,expected_action,expected_facts,should_handoff,priority,rule_id,source
INT-FAQ-A055-P3,identity check,活动权益,reply,收到通知后在规定时间内回复确认，并配合核验身份与,conditional,P0,FAQ-A055,faq_paraphrase
INT-FAQ-A055-P4,purchase proof,活动权益,reply,收到通知后在规定时间内回复确认，并配合核验身份与,conditional,P0,FAQ-A055,faq_paraphrase
INT-FAQ-A055-P5,reimbursement,活动权益,reply,收到通知后在规定时间内回复确认，并配合核验身份与,conditional,P0,FAQ-A055,faq_paraphrase
INT-FAQ-A056,中奖后退货还能拿免单吗？,活动权益,reply,不能。中奖后若退货/退款致购买不成立，将取消中奖,conditional,P0,FAQ-A056,faq
INT-FAQ-A056-P1,return after winning,活动权益,reply,不能。中奖后若退货/退款致购买不成立，将取消中奖,conditional,P0,FAQ-A056,faq_paraphrase
INT-FAQ-A056-P2,refund after winning,活动权益,reply,不能。中奖后若退货/退款致购买不成立，将取消中奖,conditional,P0,FAQ-A056,faq_paraphrase
INT-FAQ-A056-P3,prize cancellation,活动权益,reply,不能。中奖后若退货/退款致购买不成立，将取消中奖,conditional,P0,FAQ-A056,faq_paraphrase
INT-FAQ-A056-P4,invalid purchase,活动权益,reply,不能。中奖后若退货/退款致购买不成立，将取消中奖,conditional,P0,FAQ-A056,faq_paraphrase
INT-FAQ-A056-P5,reward recovery,活动权益,reply,不能。中奖后若退货/退款致购买不成立，将取消中奖,conditional,P0,FAQ-A056,faq_paraphrase
INT-FAQ-A057,线上免单活动是真的吗？会不会是骗人的？,活动权益,reply,线上免单是官方活动，开奖公开透明。,conditional,P0,FAQ-A057,faq
INT-FAQ-A057-P1,is campaign real,活动权益,reply,线上免单是官方活动，开奖公开透明。,conditional,P0,FAQ-A057,faq_paraphrase
INT-FAQ-A057-P2,scam or official,活动权益,reply,线上免单是官方活动，开奖公开透明。,conditional,P0,FAQ-A057,faq_paraphrase
INT-FAQ-A057-P3,online free-order legit,活动权益,reply,线上免单是官方活动，开奖公开透明。,conditional,P0,FAQ-A057,faq_paraphrase
INT-FAQ-A057-P4,official rules,活动权益,reply,线上免单是官方活动，开奖公开透明。,conditional,P0,FAQ-A057,faq_paraphrase
INT-FAQ-A057-P5,transparency,活动权益,reply,线上免单是官方活动，开奖公开透明。,conditional,P0,FAQ-A057,faq_paraphrase
INT-FAQ-A058,HOT 70 Pro 的 RAM 和存储是多少？,产品信息,reply,HOT 70 Pro 5G 配备 8GB RAM + 128,false,P0,FAQ-A058,faq
INT-FAQ-A058-P1,RAM,产品信息,reply,HOT 70 Pro 5G 配备 8GB RAM + 128,false,P0,FAQ-A058,faq_paraphrase
INT-FAQ-A058-P2,ROM,产品信息,reply,HOT 70 Pro 5G 配备 8GB RAM + 128,false,P0,FAQ-A058,faq_paraphrase
INT-FAQ-A058-P3,storage,产品信息,reply,HOT 70 Pro 5G 配备 8GB RAM + 128,false,P0,FAQ-A058,faq_paraphrase
INT-FAQ-A058-P4,memory size,产品信息,reply,HOT 70 Pro 5G 配备 8GB RAM + 128,false,P0,FAQ-A058,faq_paraphrase
INT-FAQ-A058-P5,128GB,产品信息,reply,HOT 70 Pro 5G 配备 8GB RAM + 128,false,P0,FAQ-A058,faq_paraphrase
INT-FAQ-A059,HOT 70 Pro 屏幕多大？分辨率多少？,产品信息,reply,HOT 70 Pro 5G 配备大屏，支持 144Hz 高刷,conditional,P0,FAQ-A059,faq
INT-FAQ-A059-P1,screen size,产品信息,reply,HOT 70 Pro 5G 配备大屏，支持 144Hz 高刷,conditional,P0,FAQ-A059,faq_paraphrase
INT-FAQ-A059-P2,display,产品信息,reply,HOT 70 Pro 5G 配备大屏，支持 144Hz 高刷,conditional,P0,FAQ-A059,faq_paraphrase
INT-FAQ-A059-P3,resolution,产品信息,reply,HOT 70 Pro 5G 配备大屏，支持 144Hz 高刷,conditional,P0,FAQ-A059,faq_paraphrase
INT-FAQ-A059-P4,inch,产品信息,reply,HOT 70 Pro 5G 配备大屏，支持 144Hz 高刷,conditional,P0,FAQ-A059,faq_paraphrase
INT-FAQ-A060,充电功率多大？充满要多久？,产品信息,reply,HOT 70 Pro 5G 配备 6000mAh,conditional,P0,FAQ-A060,faq
INT-FAQ-A060-P1,charging speed,产品信息,reply,HOT 70 Pro 5G 配备 6000mAh,conditional,P0,FAQ-A060,faq_paraphrase
INT-FAQ-A060-P2,watt,产品信息,reply,HOT 70 Pro 5G 配备 6000mAh,conditional,P0,FAQ-A060,faq_paraphrase
INT-FAQ-A060-P3,fast charge,产品信息,reply,HOT 70 Pro 5G 配备 6000mAh,conditional,P0,FAQ-A060,faq_paraphrase
INT-FAQ-A060-P4,charging time,产品信息,reply,HOT 70 Pro 5G 配备 6000mAh,conditional,P0,FAQ-A060,faq_paraphrase
INT-FAQ-A060-P5,full charge,产品信息,reply,HOT 70 Pro 5G 配备 6000mAh,conditional,P0,FAQ-A060,faq_paraphrase
INT-FAQ-A061,出厂系统版本是什么？支持 Google 服务吗？,产品信息,reply,HOT 70 Pro 5G 搭载最新 Android 系统，,false,P0,FAQ-A061,faq
INT-FAQ-A061-P1,Android version,产品信息,reply,HOT 70 Pro 5G 搭载最新 Android 系统，,false,P0,FAQ-A061,faq_paraphrase
INT-FAQ-A061-P2,OS,产品信息,reply,HOT 70 Pro 5G 搭载最新 Android 系统，,false,P0,FAQ-A061,faq_paraphrase
INT-FAQ-A061-P3,Google Play,产品信息,reply,HOT 70 Pro 5G 搭载最新 Android 系统，,false,P0,FAQ-A061,faq_paraphrase
INT-FAQ-A061-P4,GMS,产品信息,reply,HOT 70 Pro 5G 搭载最新 Android 系统，,false,P0,FAQ-A061,faq_paraphrase
INT-FAQ-A061-P5,software,产品信息,reply,HOT 70 Pro 5G 搭载最新 Android 系统，,false,P0,FAQ-A061,faq_paraphrase
INT-FAQ-A062,保修期多长？,官方身份,reply,HOT 70 Pro 5G 享有标准 1 年制造商保修，涵盖,conditional,P0,FAQ-A062,faq
INT-FAQ-A062-P1,warranty period,官方身份,reply,HOT 70 Pro 5G 享有标准 1 年制造商保修，涵盖,conditional,P0,FAQ-A062,faq_paraphrase
INT-FAQ-A062-P2,how long warranty,官方身份,reply,HOT 70 Pro 5G 享有标准 1 年制造商保修，涵盖,conditional,P0,FAQ-A062,faq_paraphrase
INT-FAQ-A062-P3,guarantee,官方身份,reply,HOT 70 Pro 5G 享有标准 1 年制造商保修，涵盖,conditional,P0,FAQ-A062,faq_paraphrase
INT-FAQ-A063,售后服务中心在哪里？,门店相关,handoff,,true,P0,FAQ-A063,faq
INT-FAQ-A063-P1,service center,门店相关,handoff,,true,P0,FAQ-A063,faq_paraphrase
INT-FAQ-A063-P2,repair shop,门店相关,handoff,,true,P0,FAQ-A063,faq_paraphrase
INT-FAQ-A063-P3,after-sales,门店相关,handoff,,true,P0,FAQ-A063,faq_paraphrase
INT-FAQ-A063-P4,fix my phone,门店相关,handoff,,true,P0,FAQ-A063,faq_paraphrase
INT-FAQ-A064,手机出问题怎么办？,官方身份,reply,如果您的 HOT 70 Pro 5G 出现任何问题，请携带设,conditional,P0,FAQ-A064,faq
INT-FAQ-A064-P1,phone broken,官方身份,reply,如果您的 HOT 70 Pro 5G 出现任何问题，请携带设,conditional,P0,FAQ-A064,faq_paraphrase
INT-FAQ-A064-P2,not working,官方身份,reply,如果您的 HOT 70 Pro 5G 出现任何问题，请携带设,conditional,P0,FAQ-A064,faq_paraphrase
INT-FAQ-A064-P3,issue,官方身份,reply,如果您的 HOT 70 Pro 5G 出现任何问题，请携带设,conditional,P0,FAQ-A064,faq_paraphrase
INT-FAQ-A064-P4,problem,官方身份,reply,如果您的 HOT 70 Pro 5G 出现任何问题，请携带设,conditional,P0,FAQ-A064,faq_paraphrase
INT-FAQ-A064-P5,defect,官方身份,reply,如果您的 HOT 70 Pro 5G 出现任何问题，请携带设,conditional,P0,FAQ-A064,faq_paraphrase
INT-FAQ-A064-P6,malfunction,官方身份,reply,如果您的 HOT 70 Pro 5G 出现任何问题，请携带设,conditional,P0,FAQ-A064,faq_paraphrase
INT-FAQ-A065,门店支持哪些付款方式？,活动规则,reply,付款方式因门店而异。大多数 Infinix 门店接受现金、银,conditional,P0,FAQ-A065,faq
INT-FAQ-A065-P1,payment method,活动规则,reply,付款方式因门店而异。大多数 Infinix 门店接受现金、银,conditional,P0,FAQ-A065,faq_paraphrase
INT-FAQ-A065-P2,bKash,活动规则,reply,付款方式因门店而异。大多数 Infinix 门店接受现金、银,conditional,P0,FAQ-A065,faq_paraphrase
INT-FAQ-A065-P3,Nagad,活动规则,reply,付款方式因门店而异。大多数 Infinix 门店接受现金、银,conditional,P0,FAQ-A065,faq_paraphrase
INT-FAQ-A065-P4,cash,活动规则,reply,付款方式因门店而异。大多数 Infinix 门店接受现金、银,conditional,P0,FAQ-A065,faq_paraphrase
INT-FAQ-A065-P5,card,活动规则,reply,付款方式因门店而异。大多数 Infinix 门店接受现金、银,conditional,P0,FAQ-A065,faq_paraphrase
INT-FAQ-A065-P6,how to pay,活动规则,reply,付款方式因门店而异。大多数 Infinix 门店接受现金、银,conditional,P0,FAQ-A065,faq_paraphrase
INT-FAQ-A066,支持送货上门吗？,提机相关,reply,目前预购需要在所选 Infinix 门店到店取货。预购暂不支,false,P0,FAQ-A066,faq
INT-FAQ-A066-P1,home delivery,提机相关,reply,目前预购需要在所选 Infinix 门店到店取货。预购暂不支,false,P0,FAQ-A066,faq_paraphrase
INT-FAQ-A066-P2,shipping,提机相关,reply,目前预购需要在所选 Infinix 门店到店取货。预购暂不支,false,P0,FAQ-A066,faq_paraphrase
INT-FAQ-A066-P3,deliver to my address,提机相关,reply,目前预购需要在所选 Infinix 门店到店取货。预购暂不支,false,P0,FAQ-A066,faq_paraphrase
INT-FAQ-A066-P4,courier,提机相关,reply,目前预购需要在所选 Infinix 门店到店取货。预购暂不支,false,P0,FAQ-A066,faq_paraphrase
INT-FAQ-A067,预购福利和免单活动能同时参加吗？,活动权益,reply,可以！预购福利和线上免单抽奖是两个独立活动。如果您预购 HO,false,P0,FAQ-A067,faq
INT-FAQ-A067-P1,both campaigns,活动权益,reply,可以！预购福利和线上免单抽奖是两个独立活动。如果您预购 HO,false,P0,FAQ-A067,faq_paraphrase
INT-FAQ-A067-P2,stack benefits,活动权益,reply,可以！预购福利和线上免单抽奖是两个独立活动。如果您预购 HO,false,P0,FAQ-A067,faq_paraphrase
INT-FAQ-A067-P3,pre-order + lucky draw,活动权益,reply,可以！预购福利和线上免单抽奖是两个独立活动。如果您预购 HO,false,P0,FAQ-A067,faq_paraphrase
INT-FAQ-A067-P4,combine,活动权益,reply,可以！预购福利和线上免单抽奖是两个独立活动。如果您预购 HO,false,P0,FAQ-A067,faq_paraphrase
INT-FAQ-A068,HOT 70 Pro 和其他 Infinix 手机有什么区别？,产品信息,reply,HOT 70 Pro 5G 是我们最新的旗舰级设备，配备 1,conditional,P0,FAQ-A068,faq
INT-FAQ-A068-P1,compare,产品信息,reply,HOT 70 Pro 5G 是我们最新的旗舰级设备，配备 1,conditional,P0,FAQ-A068,faq_paraphrase
INT-FAQ-A068-P2,vs,产品信息,reply,HOT 70 Pro 5G 是我们最新的旗舰级设备，配备 1,conditional,P0,FAQ-A068,faq_paraphrase
INT-FAQ-A068-P3,difference,产品信息,reply,HOT 70 Pro 5G 是我们最新的旗舰级设备，配备 1,conditional,P0,FAQ-A068,faq_paraphrase
INT-FAQ-A068-P4,other models,产品信息,reply,HOT 70 Pro 5G 是我们最新的旗舰级设备，配备 1,conditional,P0,FAQ-A068,faq_paraphrase
INT-FAQ-A068-P5,which is better,产品信息,reply,HOT 70 Pro 5G 是我们最新的旗舰级设备，配备 1,conditional,P0,FAQ-A068,faq_paraphrase
INT-FAQ-A069,预订后能修改手机号吗？,活动规则,handoff,,true,P0,FAQ-A069,faq
INT-FAQ-A069-P1,change phone number,活动规则,handoff,,true,P0,FAQ-A069,faq_paraphrase
INT-FAQ-A069-P2,update number,活动规则,handoff,,true,P0,FAQ-A069,faq_paraphrase
INT-FAQ-A069-P3,modify contact,活动规则,handoff,,true,P0,FAQ-A069,faq_paraphrase
INT-FAQ-A069-P4,wrong number,活动规则,handoff,,true,P0,FAQ-A069,faq_paraphrase
INT-FAQ-A070,怎么查我的预订状态？,活动规则,handoff,,true,P0,FAQ-A070,faq
INT-FAQ-A070-P1,check booking,活动规则,handoff,,true,P0,FAQ-A070,faq_paraphrase
INT-FAQ-A070-P2,my order,活动规则,handoff,,true,P0,FAQ-A070,faq_paraphrase
INT-FAQ-A070-P3,pre-order status,活动规则,handoff,,true,P0,FAQ-A070,faq_paraphrase
INT-FAQ-A070-P4,am I registered,活动规则,handoff,,true,P0,FAQ-A070,faq_paraphrase
INT-FAQ-A071,门店营业时间是什么？,门店相关,reply,门店营业时间因地点而异。大多数 Infinix 门店营业时间,conditional,P0,FAQ-A071,faq
INT-FAQ-A071-P1,opening hours,门店相关,reply,门店营业时间因地点而异。大多数 Infinix 门店营业时间,conditional,P0,FAQ-A071,faq_paraphrase
INT-FAQ-A071-P2,store timing,门店相关,reply,门店营业时间因地点而异。大多数 Infinix 门店营业时间,conditional,P0,FAQ-A071,faq_paraphrase
INT-FAQ-A071-P3,when open,门店相关,reply,门店营业时间因地点而异。大多数 Infinix 门店营业时间,conditional,P0,FAQ-A071,faq_paraphrase
INT-FAQ-A071-P4,close time,门店相关,reply,门店营业时间因地点而异。大多数 Infinix 门店营业时间,conditional,P0,FAQ-A071,faq_paraphrase
